Vendor ID,Vendor Name,Vendor Category,Invoice Number,Invoice Date,Invoice Amount,Due Date,Payment Date,Payment Status,Payment Method,Days Overdue
VEN653,Strickland-Bernard,Logistics,INV-2023-653,31-07-2024,118784.2,30-08-2024,,Overdue,Cheque,195
VEN654,"Alvarez, Curry and Martinez",Restaurant Partners,INV-2023-654,03-04-2024,77486.51,03-05-2024,,Overdue,UPI,314
VEN655,Zimmerman-Miller,Packaging,INV-2023-655,13-04-2024,190323.78,13-05-2024,,Pending,UPI,0
VEN656,"Norman, Griffin and Burns",Restaurant Partners,INV-2023-656,16-02-2025,172915.04,18-03-2025,18-03-2025,Paid,Cheque,0
VEN657,"Greer, Watts and Schmidt",Logistics,INV-2023-657,22-06-2024,118190.99,22-07-2024,,Overdue,Cheque,234
VEN658,Edwards-Rodriguez,Restaurant Partners,INV-2023-658,22-09-2024,47788.51,22-10-2024,,Overdue,Cheque,142
VEN659,Wilkinson and Sons,Restaurant Partners,INV-2023-659,06-09-2024,83810.63,06-10-2024,16-10-2024,Paid,Bank Transfer,0
VEN660,Gibson-Mayo,Marketing,INV-2023-660,25-01-2025,170820.35,24-02-2025,,Pending,UPI,0
VEN661,Richardson LLC,Packaging,INV-2023-661,01-06-2024,128377.17,01-07-2024,,Pending,Cheque,0
VEN662,"Rodriguez, Sanchez and Sanchez",Packaging,INV-2023-662,12-11-2024,105719.28,12-12-2024,,Pending,Cheque,0
VEN663,Ortega-Figueroa,Restaurant Partners,INV-2023-663,24-09-2024,114780.43,24-10-2024,22-10-2024,Paid,UPI,0
VEN664,Taylor PLC,Marketing,INV-2023-664,03-02-2025,82874.49,05-03-2025,,Overdue,Cheque,8
VEN665,Mack Ltd,Restaurant Partners,INV-2023-665,14-03-2024,10263.97,13-04-2024,,Overdue,Bank Transfer,334
VEN666,Wise Group,Packaging,INV-2023-666,04-06-2024,119495.46,04-07-2024,,Overdue,Cheque,252
VEN667,"Santos, Williams and Williams",Marketing,INV-2023-667,20-09-2024,165525.49,20-10-2024,,Overdue,Cheque,144
VEN668,Vargas-Holden,Marketing,INV-2023-668,28-04-2024,127669.67,28-05-2024,28-05-2024,Paid,Bank Transfer,0
VEN669,Reyes Ltd,Logistics,INV-2023-669,18-11-2024,39033.74,18-12-2024,28-12-2024,Paid,UPI,0
VEN670,"Young, Rodriguez and Anderson",Logistics,INV-2023-670,28-05-2024,84487.3,27-06-2024,22-06-2024,Paid,Cheque,0
VEN671,Calhoun-Knight,Logistics,INV-2023-671,08-02-2025,15663.73,10-03-2025,,Pending,UPI,0
VEN672,"Griffith, Johnson and Rogers",Packaging,INV-2023-672,22-01-2025,72646.26,21-02-2025,,Pending,Bank Transfer,0
VEN673,"Young, Williams and Holmes",Marketing,INV-2023-673,22-12-2024,141171.8,21-01-2025,,Overdue,Cheque,51
VEN674,"Berry, Stone and Tyler",Marketing,INV-2023-674,13-06-2024,178479.92,13-07-2024,,Pending,Bank Transfer,0
VEN675,"Shields, Alexander and Hansen",Logistics,INV-2023-675,06-04-2024,84427.76,06-05-2024,11-05-2024,Paid,UPI,0
VEN676,Robertson-Lin,Logistics,INV-2023-676,31-05-2024,70861.9,30-06-2024,,Pending,Cheque,0
VEN677,"Stevenson, Kelly and King",Marketing,INV-2023-677,14-03-2024,102469.88,13-04-2024,,Overdue,UPI,334
VEN678,Payne-Morton,Marketing,INV-2023-678,12-08-2024,52879.48,11-09-2024,16-09-2024,Paid,Bank Transfer,0
VEN679,Murphy and Sons,Packaging,INV-2023-679,25-11-2024,105638.35,25-12-2024,20-12-2024,Paid,Bank Transfer,0
VEN680,Richards-Hunter,Packaging,INV-2023-680,25-05-2024,194084.58,24-06-2024,,Overdue,UPI,262
VEN681,Martinez-Travis,Marketing,INV-2023-681,02-06-2024,124553.37,02-07-2024,,Overdue,UPI,254
VEN682,Farrell-Flores,Packaging,INV-2023-682,29-03-2024,11796.47,28-04-2024,,Pending,UPI,0
VEN683,"Davis, Mcdonald and Fischer",Restaurant Partners,INV-2023-683,27-04-2024,62996.74,27-05-2024,,Overdue,Cheque,290
VEN684,Cannon LLC,Packaging,INV-2023-684,15-08-2024,33681.83,14-09-2024,,Pending,UPI,0
VEN685,"Taylor, Gutierrez and Burnett",Restaurant Partners,INV-2023-685,19-05-2024,93887.2,18-06-2024,,Pending,Cheque,0
VEN686,Brown-Dyer,Marketing,INV-2023-686,15-07-2024,167977.36,14-08-2024,,Overdue,UPI,211
VEN687,"Stone, Benitez and Cox",Marketing,INV-2023-687,17-05-2024,68910.58,16-06-2024,16-06-2024,Paid,Cheque,0
VEN688,"Smith, Oliver and Pena",Packaging,INV-2023-688,15-07-2024,50173.26,14-08-2024,12-08-2024,Paid,Cheque,0
VEN689,Evans-Fox,Restaurant Partners,INV-2023-689,21-01-2025,17712.29,20-02-2025,18-02-2025,Paid,UPI,0
VEN690,Hayes Inc,Logistics,INV-2023-690,27-10-2024,121781.97,26-11-2024,,Pending,UPI,0
VEN691,Turner PLC,Restaurant Partners,INV-2023-691,26-06-2024,63323.05,26-07-2024,,Overdue,UPI,230
VEN692,Smith Ltd,Logistics,INV-2023-692,13-01-2025,151041.67,12-02-2025,12-02-2025,Paid,Cheque,0
VEN693,Smith-Montgomery,Marketing,INV-2023-693,10-02-2025,38740.38,12-03-2025,22-03-2025,Paid,UPI,0
VEN694,"Perez, Ballard and Zhang",Logistics,INV-2023-694,15-01-2025,92536.05,14-02-2025,,Overdue,Bank Transfer,27
VEN695,Lewis-Palmer,Logistics,INV-2023-695,11-05-2024,139155.16,10-06-2024,,Overdue,Cheque,276
VEN696,Thomas-Smith,Logistics,INV-2023-696,10-05-2024,39352.99,09-06-2024,19-06-2024,Paid,UPI,0
VEN697,Clarke LLC,Marketing,INV-2023-697,14-06-2024,126016.85,14-07-2024,,Pending,UPI,0
VEN698,Cole-Odom,Restaurant Partners,INV-2023-698,10-02-2025,108963.24,12-03-2025,07-03-2025,Paid,UPI,0
VEN699,Young-Diaz,Packaging,INV-2023-699,02-02-2025,146864.61,04-03-2025,09-03-2025,Paid,Cheque,0
VEN700,"Foley, Martinez and Allen",Logistics,INV-2023-700,20-06-2024,89878.07,20-07-2024,15-07-2024,Paid,Bank Transfer,0
VEN701,"Mitchell, Warren and Jones",Restaurant Partners,INV-2023-701,23-06-2024,11053.87,23-07-2024,,Pending,UPI,0
VEN702,"Diaz, Sandoval and Sanders",Packaging,INV-2023-702,17-02-2025,74559.62,19-03-2025,29-03-2025,Paid,Cheque,0
VEN703,Tucker Group,Restaurant Partners,INV-2023-703,05-08-2024,28290.68,04-09-2024,,Overdue,Bank Transfer,190
VEN704,Fernandez Inc,Packaging,INV-2023-704,22-02-2025,161055.79,24-03-2025,,Pending,Bank Transfer,0
VEN705,"Dickerson, White and Nunez",Marketing,INV-2023-705,29-06-2024,62748.61,29-07-2024,,Overdue,Bank Transfer,227
VEN706,Meyer PLC,Logistics,INV-2023-706,20-04-2024,47861.17,20-05-2024,,Overdue,Cheque,297
VEN707,Ford-Hanson,Logistics,INV-2023-707,03-10-2024,69267.05,02-11-2024,,Overdue,UPI,131
VEN708,Gamble LLC,Packaging,INV-2023-708,14-05-2024,143274.15,13-06-2024,23-06-2024,Paid,UPI,0
VEN709,Williams Group,Logistics,INV-2023-709,18-11-2024,192927.81,18-12-2024,18-12-2024,Paid,UPI,0
VEN710,Anderson Inc,Packaging,INV-2023-710,15-04-2024,106215.56,15-05-2024,10-05-2024,Paid,UPI,0
VEN711,Becker-Hampton,Packaging,INV-2023-711,06-06-2024,80670.39,06-07-2024,,Overdue,Cheque,250
VEN712,Webb Ltd,Marketing,INV-2023-712,23-04-2024,54673.53,23-05-2024,18-05-2024,Paid,Bank Transfer,0
VEN713,"Perez, Walker and Ortiz",Packaging,INV-2023-713,09-08-2024,183592.64,08-09-2024,,Pending,UPI,0
VEN714,Bruce LLC,Restaurant Partners,INV-2023-714,01-12-2024,82908.07,31-12-2024,,Overdue,UPI,72
VEN715,Cardenas-Mills,Restaurant Partners,INV-2023-715,06-04-2024,141312.42,06-05-2024,,Overdue,UPI,311
VEN716,Taylor Inc,Restaurant Partners,INV-2023-716,05-01-2025,22723.07,04-02-2025,,Pending,UPI,0
VEN717,Wolfe Ltd,Packaging,INV-2023-717,13-11-2024,116583.2,13-12-2024,,Pending,Bank Transfer,0
VEN718,Whitaker-Gonzales,Packaging,INV-2023-718,02-09-2024,187780.58,02-10-2024,,Overdue,Cheque,162
VEN719,Wood-Nicholson,Marketing,INV-2023-719,26-01-2025,111486.65,25-02-2025,07-03-2025,Paid,UPI,0
VEN720,Barnett LLC,Packaging,INV-2023-720,22-10-2024,135585.82,21-11-2024,,Overdue,Bank Transfer,112
VEN721,"Perez, Taylor and Wright",Restaurant Partners,INV-2023-721,30-04-2024,13966.19,30-05-2024,,Overdue,UPI,287
VEN722,"Morris, Osborne and Alvarado",Packaging,INV-2023-722,24-02-2025,22350.8,26-03-2025,21-03-2025,Paid,UPI,0
VEN723,"Frey, Gardner and Little",Restaurant Partners,INV-2023-723,13-02-2025,179870.42,15-03-2025,,Pending,Cheque,0
VEN724,Valdez LLC,Logistics,INV-2023-724,21-03-2024,175541.65,20-04-2024,,Overdue,Cheque,327
VEN725,"Moore, Perez and Woods",Restaurant Partners,INV-2023-725,26-01-2025,42638.11,25-02-2025,23-02-2025,Paid,UPI,0
VEN726,Hoffman-Rodriguez,Restaurant Partners,INV-2023-726,15-01-2025,114805.51,14-02-2025,12-02-2025,Paid,Cheque,0
VEN727,"Lozano, Rowland and Lewis",Packaging,INV-2023-727,03-11-2024,112493.87,03-12-2024,,Overdue,Bank Transfer,100
VEN728,Fields Ltd,Marketing,INV-2023-728,08-08-2024,106418.02,07-09-2024,17-09-2024,Paid,UPI,0
VEN729,Trujillo-Mclaughlin,Logistics,INV-2023-729,18-12-2024,186134.05,17-01-2025,,Overdue,Cheque,55
VEN730,Grant and Sons,Marketing,INV-2023-730,14-04-2024,75346.09,14-05-2024,,Overdue,UPI,303
VEN731,Fleming LLC,Logistics,INV-2023-731,22-09-2024,22372.89,22-10-2024,,Pending,Cheque,0
VEN732,Sharp and Sons,Packaging,INV-2023-732,18-02-2025,120819.51,20-03-2025,,Pending,Bank Transfer,0
VEN733,Keller LLC,Packaging,INV-2023-733,22-03-2024,26443.66,21-04-2024,,Pending,Bank Transfer,0
VEN734,Fox Inc,Packaging,INV-2023-734,20-01-2025,110551.74,19-02-2025,14-02-2025,Paid,UPI,0
VEN735,York Inc,Marketing,INV-2023-735,19-03-2024,103978.95,18-04-2024,13-04-2024,Paid,Bank Transfer,0
VEN736,Abbott PLC,Packaging,INV-2023-736,15-03-2024,141350.14,14-04-2024,,Overdue,UPI,333
VEN737,"Gibson, Kelly and Rivera",Marketing,INV-2023-737,24-11-2024,185723.69,24-12-2024,,Overdue,Cheque,79
VEN738,Woods-Moore,Restaurant Partners,INV-2023-738,13-09-2024,8793.89,13-10-2024,,Pending,UPI,0
VEN739,Lopez LLC,Restaurant Partners,INV-2023-739,21-01-2025,115228.07,20-02-2025,,Pending,Bank Transfer,0
VEN740,"Li, Scott and Harris",Packaging,INV-2023-740,24-10-2024,28204.34,23-11-2024,,Overdue,UPI,110
VEN741,Davenport Inc,Restaurant Partners,INV-2023-741,06-03-2025,20631.9,05-04-2025,31-03-2025,Paid,UPI,0
VEN742,Peters LLC,Packaging,INV-2023-742,05-11-2024,123033.52,05-12-2024,,Pending,UPI,0
VEN743,Mitchell-Payne,Restaurant Partners,INV-2023-743,17-12-2024,176507.84,16-01-2025,11-01-2025,Paid,Bank Transfer,0
VEN744,"Banks, Buck and George",Logistics,INV-2023-744,08-04-2024,127787.28,08-05-2024,,Pending,UPI,0
VEN745,"Hopkins, Black and Fuller",Marketing,INV-2023-745,15-08-2024,94709.07,14-09-2024,,Pending,Bank Transfer,0
VEN746,Jones-Weeks,Marketing,INV-2023-746,19-06-2024,196928.05,19-07-2024,,Overdue,Cheque,237
VEN747,Smith-Figueroa,Packaging,INV-2023-747,28-06-2024,44841.19,28-07-2024,,Overdue,UPI,228
VEN748,"Smith, Rush and Lane",Marketing,INV-2023-748,04-12-2024,133722.92,03-01-2025,29-12-2024,Paid,Cheque,0
VEN749,"Duncan, Glover and Davis",Packaging,INV-2023-749,08-02-2025,115579.92,10-03-2025,,Overdue,Bank Transfer,3
VEN750,Duke Ltd,Restaurant Partners,INV-2023-750,13-02-2025,156674.01,15-03-2025,20-03-2025,Paid,Bank Transfer,0
VEN751,Miller-Burton,Restaurant Partners,INV-2023-751,25-06-2024,91155.89,25-07-2024,20-07-2024,Paid,UPI,0
VEN752,Mcguire-Cline,Restaurant Partners,INV-2023-752,10-02-2025,180902.7,12-03-2025,,Overdue,Bank Transfer,1
VEN753,Nelson Group,Restaurant Partners,INV-2023-753,13-04-2024,76641.43,13-05-2024,,Pending,Cheque,0
VEN754,Jackson-Sanchez,Logistics,INV-2023-754,02-12-2024,179093.8,01-01-2025,11-01-2025,Paid,UPI,0
VEN755,Wood and Sons,Marketing,INV-2023-755,31-10-2024,13249.95,30-11-2024,,Overdue,Cheque,103
VEN756,"Moreno, Weaver and Mclean",Logistics,INV-2023-756,11-08-2024,180155.27,10-09-2024,,Overdue,Cheque,184
VEN757,Vazquez-Smith,Packaging,INV-2023-757,02-03-2025,152817.19,01-04-2025,,Pending,UPI,0
VEN758,"Knight, Diaz and Freeman",Packaging,INV-2023-758,28-12-2024,197328.72,27-01-2025,,Pending,Cheque,0
VEN759,"Maxwell, Douglas and Davis",Restaurant Partners,INV-2023-759,27-05-2024,148195.04,26-06-2024,24-06-2024,Paid,Bank Transfer,0
VEN760,Cardenas and Sons,Marketing,INV-2023-760,15-02-2025,59950.17,17-03-2025,12-03-2025,Paid,Cheque,0
VEN761,"Arnold, Myers and Reeves",Restaurant Partners,INV-2023-761,12-04-2024,185033.53,12-05-2024,,Pending,Bank Transfer,0
VEN762,White LLC,Marketing,INV-2023-762,05-07-2024,150539.16,04-08-2024,,Pending,Cheque,0
VEN763,Johnson-Gray,Logistics,INV-2023-763,28-03-2024,183607.57,27-04-2024,,Overdue,UPI,320
VEN764,Winters-Bryant,Logistics,INV-2023-764,30-07-2024,124805.8,29-08-2024,03-09-2024,Paid,Bank Transfer,0
VEN765,King-Flowers,Packaging,INV-2023-765,23-06-2024,53886.63,23-07-2024,,Pending,Cheque,0
VEN766,Henry-Lynch,Logistics,INV-2023-766,29-06-2024,30959.96,29-07-2024,,Overdue,Bank Transfer,227
VEN767,"Moore, Castro and Ellis",Restaurant Partners,INV-2023-767,02-09-2024,158373.13,02-10-2024,,Overdue,Bank Transfer,162
VEN768,Mcdonald Inc,Packaging,INV-2023-768,19-01-2025,117819.68,18-02-2025,,Pending,Bank Transfer,0
VEN769,"Humphrey, Hill and Sanchez",Packaging,INV-2023-769,20-07-2024,31647.6,19-08-2024,,Overdue,UPI,206
VEN770,"Torres, Harris and White",Marketing,INV-2023-770,07-01-2025,135543.48,06-02-2025,,Pending,Cheque,0
VEN771,"Roberts, Pruitt and Clark",Restaurant Partners,INV-2023-771,21-07-2024,48090.63,20-08-2024,,Pending,Bank Transfer,0
VEN772,Kirby-Olson,Packaging,INV-2023-772,09-03-2025,26567.22,08-04-2025,06-04-2025,Paid,UPI,0
VEN773,Harris Group,Packaging,INV-2023-773,27-07-2024,92854.39,26-08-2024,,Overdue,Cheque,199
VEN774,"George, Rosales and Paul",Logistics,INV-2023-774,29-11-2024,178932.59,29-12-2024,,Overdue,Bank Transfer,74
VEN775,"Walker, Green and Singh",Packaging,INV-2023-775,30-07-2024,145785.33,29-08-2024,,Overdue,Cheque,196
VEN776,Cole Ltd,Packaging,INV-2023-776,07-10-2024,79527.81,06-11-2024,,Pending,Cheque,0
VEN777,Snow and Sons,Marketing,INV-2023-777,15-03-2024,117797.57,14-04-2024,19-04-2024,Paid,UPI,0
VEN778,"Walter, Carlson and Kidd",Logistics,INV-2023-778,18-06-2024,49612.67,18-07-2024,,Pending,Bank Transfer,0
VEN779,Pearson and Sons,Packaging,INV-2023-779,21-11-2024,197962.25,21-12-2024,16-12-2024,Paid,Bank Transfer,0
VEN780,Manning-Dixon,Marketing,INV-2023-780,11-05-2024,91976.52,10-06-2024,,Overdue,UPI,276
VEN781,"Wood, Morales and Werner",Packaging,INV-2023-781,02-11-2024,145006.36,02-12-2024,02-12-2024,Paid,Cheque,0
VEN782,"Walls, Williams and Smith",Restaurant Partners,INV-2023-782,16-02-2025,123710.35,18-03-2025,,Pending,Cheque,0
VEN783,"Meyer, Reyes and Glover",Marketing,INV-2023-783,07-06-2024,127124.57,07-07-2024,,Pending,UPI,0
VEN784,Cherry-Vaughn,Restaurant Partners,INV-2023-784,26-06-2024,63837.02,26-07-2024,,Pending,Cheque,0
VEN785,Ochoa Inc,Logistics,INV-2023-785,27-07-2024,55533.38,26-08-2024,,Pending,Cheque,0
VEN786,"Greene, Maldonado and Dunn",Marketing,INV-2023-786,18-07-2024,53463.5,17-08-2024,,Overdue,Bank Transfer,208
VEN787,"Johnson, Fernandez and Martin",Marketing,INV-2023-787,08-11-2024,16528.68,08-12-2024,06-12-2024,Paid,Bank Transfer,0
VEN788,Briggs Group,Packaging,INV-2023-788,30-09-2024,129700.76,30-10-2024,04-11-2024,Paid,UPI,0
VEN789,Wilson-Jordan,Logistics,INV-2023-789,18-10-2024,171695.26,17-11-2024,22-11-2024,Paid,Cheque,0
VEN790,"Tran, Townsend and Cole",Packaging,INV-2023-790,25-08-2024,90523.13,24-09-2024,,Overdue,Bank Transfer,170
VEN791,Holt-Russo,Logistics,INV-2023-791,23-04-2024,182998.36,23-05-2024,,Overdue,Bank Transfer,294
VEN792,"Snyder, Gutierrez and Young",Restaurant Partners,INV-2023-792,07-12-2024,196278.92,06-01-2025,01-01-2025,Paid,Cheque,0
VEN793,Herman LLC,Restaurant Partners,INV-2023-793,02-03-2025,105948.44,01-04-2025,30-03-2025,Paid,UPI,0
VEN794,Anderson and Sons,Marketing,INV-2023-794,21-06-2024,116799.64,21-07-2024,,Overdue,Cheque,235
VEN795,Gray LLC,Logistics,INV-2023-795,10-05-2024,12122.6,09-06-2024,,Overdue,UPI,277
VEN796,Jackson Inc,Restaurant Partners,INV-2023-796,24-06-2024,27618.01,24-07-2024,,Pending,Bank Transfer,0
VEN797,Sosa-Romero,Logistics,INV-2023-797,28-02-2025,117182.12,30-03-2025,,Pending,Bank Transfer,0
VEN798,"Barrett, Shannon and George",Marketing,INV-2023-798,04-02-2025,51135.23,06-03-2025,,Overdue,Cheque,7
VEN799,Goodwin Inc,Packaging,INV-2023-799,07-08-2024,165134.52,06-09-2024,11-09-2024,Paid,UPI,0
VEN800,Sullivan-Morales,Restaurant Partners,INV-2023-800,26-02-2025,114114.58,28-03-2025,,Pending,Bank Transfer,0
VEN801,Smith Ltd,Restaurant Partners,INV-2023-801,22-01-2025,134355.22,21-02-2025,,Overdue,UPI,20
VEN802,Bean-Johnston,Restaurant Partners,INV-2023-802,09-10-2024,95344.63,08-11-2024,,Pending,UPI,0
VEN803,Briggs LLC,Marketing,INV-2023-803,19-04-2024,138081.1,19-05-2024,29-05-2024,Paid,Cheque,0
VEN804,Wright Ltd,Logistics,INV-2023-804,23-04-2024,124731.88,23-05-2024,,Overdue,Bank Transfer,294
VEN805,Costa-Mejia,Restaurant Partners,INV-2023-805,15-08-2024,44526.04,14-09-2024,,Overdue,Bank Transfer,180
VEN806,Brown-Gomez,Marketing,INV-2023-806,13-02-2025,158071.52,15-03-2025,,Pending,Cheque,0
VEN807,Turner Ltd,Marketing,INV-2023-807,16-09-2024,142880.99,16-10-2024,,Pending,Cheque,0
VEN808,Jacobs-Barrett,Logistics,INV-2023-808,18-05-2024,46131.07,17-06-2024,22-06-2024,Paid,Bank Transfer,0
VEN809,Flores-Medina,Logistics,INV-2023-809,09-08-2024,169199.33,08-09-2024,08-09-2024,Paid,Cheque,0
VEN810,Harper-Rosario,Restaurant Partners,INV-2023-810,23-08-2024,68150.4,22-09-2024,,Overdue,UPI,172
VEN811,"Fleming, Gonzalez and Chen",Marketing,INV-2023-811,19-10-2024,120419.08,18-11-2024,,Overdue,Cheque,115
VEN812,"Sanchez, Wallace and Cherry",Marketing,INV-2023-812,05-01-2025,74709.02,04-02-2025,09-02-2025,Paid,UPI,0
VEN813,"Spencer, Boone and Barker",Packaging,INV-2023-813,14-08-2024,56752.87,13-09-2024,,Overdue,UPI,181
VEN814,"Mills, French and Crawford",Marketing,INV-2023-814,13-01-2025,26580.63,12-02-2025,12-02-2025,Paid,Bank Transfer,0
VEN815,Hernandez LLC,Marketing,INV-2023-815,06-07-2024,116799.4,05-08-2024,03-08-2024,Paid,Cheque,0
VEN816,Perez-Wallace,Packaging,INV-2023-816,22-11-2024,48344.3,22-12-2024,20-12-2024,Paid,Bank Transfer,0
VEN817,Caldwell PLC,Marketing,INV-2023-817,14-11-2024,51965.11,14-12-2024,,Overdue,UPI,89
VEN818,Randall-Kent,Logistics,INV-2023-818,05-12-2024,78475,04-01-2025,,Pending,UPI,0
VEN819,"Rocha, Elliott and Jones",Logistics,INV-2023-819,06-03-2025,132499.04,05-04-2025,,Pending,Cheque,0
VEN820,"Russell, Horton and Collier",Marketing,INV-2023-820,22-02-2025,107172.14,24-03-2025,,Overdue,Cheque,-11
VEN821,Harrell Ltd,Marketing,INV-2023-821,12-10-2024,63171.86,11-11-2024,,Overdue,Bank Transfer,122
VEN822,Thomas-Lawrence,Packaging,INV-2023-822,13-05-2024,56962.44,12-06-2024,,Pending,UPI,0
VEN823,Valdez-Obrien,Marketing,INV-2023-823,23-11-2024,161621.43,23-12-2024,,Overdue,UPI,80
VEN824,"Conner, Anderson and Davis",Marketing,INV-2023-824,14-09-2024,48745.1,14-10-2024,,Pending,Bank Transfer,0
VEN825,Lewis PLC,Packaging,INV-2023-825,01-06-2024,143819.42,01-07-2024,06-07-2024,Paid,UPI,0
VEN826,"Garcia, Kim and Robinson",Packaging,INV-2023-826,01-05-2024,48826.58,31-05-2024,,Overdue,UPI,286
VEN827,Armstrong PLC,Logistics,INV-2023-827,10-11-2024,101978.2,10-12-2024,,Pending,UPI,0
VEN828,Lopez-Morales,Packaging,INV-2023-828,28-11-2024,23481.65,28-12-2024,28-12-2024,Paid,UPI,0
VEN829,Wall-Smith,Packaging,INV-2023-829,01-04-2024,23009.15,01-05-2024,,Pending,Cheque,0
VEN830,Kelley and Sons,Logistics,INV-2023-830,28-07-2024,29159.63,27-08-2024,,Pending,Bank Transfer,0
VEN831,Robinson-Edwards,Marketing,INV-2023-831,02-03-2025,29518.09,01-04-2025,,Overdue,Cheque,-19
VEN832,"Thomas, Mccormick and Rice",Packaging,INV-2023-832,30-11-2024,42046.29,30-12-2024,,Pending,UPI,0
VEN833,Craig and Sons,Marketing,INV-2023-833,17-08-2024,140719.44,16-09-2024,,Pending,Bank Transfer,0
VEN834,"Nelson, Long and Garcia",Logistics,INV-2023-834,17-01-2025,67750.7,16-02-2025,,Pending,UPI,0
VEN835,Coleman-Johnson,Marketing,INV-2023-835,11-02-2025,140425.28,13-03-2025,,Overdue,Cheque,0
VEN836,Moore-Baker,Restaurant Partners,INV-2023-836,06-07-2024,138922.9,05-08-2024,,Overdue,UPI,220
VEN837,Greene-West,Logistics,INV-2023-837,22-11-2024,87135.51,22-12-2024,,Pending,UPI,0
VEN838,"Baker, Williams and Cowan",Logistics,INV-2023-838,14-09-2024,126055.15,14-10-2024,12-10-2024,Paid,Bank Transfer,0
VEN839,Morales-King,Marketing,INV-2023-839,05-02-2025,99203.73,07-03-2025,,Overdue,Bank Transfer,6
VEN840,Stanley LLC,Marketing,INV-2023-840,02-11-2024,74092.19,02-12-2024,12-12-2024,Paid,Cheque,0
VEN841,"Dougherty, Myers and Harper",Marketing,INV-2023-841,11-12-2024,71712.72,10-01-2025,,Pending,Bank Transfer,0
VEN842,Lewis-Boyer,Packaging,INV-2023-842,12-11-2024,154981.09,12-12-2024,,Overdue,Cheque,91
VEN843,Graves and Sons,Logistics,INV-2023-843,16-03-2024,39802.72,15-04-2024,,Overdue,UPI,332
VEN844,Thompson-George,Packaging,INV-2023-844,21-10-2024,45307.41,20-11-2024,15-11-2024,Paid,Bank Transfer,0
VEN845,"Rodriguez, Cline and Smith",Restaurant Partners,INV-2023-845,01-08-2024,199457.27,31-08-2024,29-08-2024,Paid,Cheque,0
VEN846,"Knight, Robertson and Mendez",Restaurant Partners,INV-2023-846,21-02-2025,125014.99,23-03-2025,,Pending,Cheque,0
VEN847,"Bridges, Richardson and Bradley",Marketing,INV-2023-847,28-07-2024,50312.28,27-08-2024,,Overdue,UPI,198
VEN848,"Roberts, Burnett and Day",Restaurant Partners,INV-2023-848,31-10-2024,25162.15,30-11-2024,,Overdue,UPI,103
VEN849,Fischer Ltd,Logistics,INV-2023-849,20-12-2024,160113.43,19-01-2025,,Pending,Bank Transfer,0
VEN850,"Schwartz, Ferguson and Eaton",Logistics,INV-2023-850,16-09-2024,137884.23,16-10-2024,,Pending,Cheque,0
VEN851,Luna and Sons,Marketing,INV-2023-851,18-06-2024,93288.42,18-07-2024,23-07-2024,Paid,Bank Transfer,0
VEN852,"Aguirre, Edwards and Scott",Packaging,INV-2023-852,28-03-2024,51610.58,27-04-2024,27-04-2024,Paid,UPI,0
VEN853,Wolfe Inc,Packaging,INV-2023-853,30-12-2024,158025.18,29-01-2025,29-01-2025,Paid,Bank Transfer,0
VEN854,"Ward, Allison and Hughes",Marketing,INV-2023-854,10-03-2025,191561.71,09-04-2025,,Pending,UPI,0
VEN855,Guerrero and Sons,Restaurant Partners,INV-2023-855,15-07-2024,184948.01,14-08-2024,,Overdue,UPI,211
VEN856,Marshall-Rodriguez,Packaging,INV-2023-856,29-06-2024,156086.3,29-07-2024,,Pending,Cheque,0
VEN857,King PLC,Packaging,INV-2023-857,16-10-2024,93800.94,15-11-2024,10-11-2024,Paid,Bank Transfer,0
VEN858,Lyons-Sanchez,Logistics,INV-2023-858,16-12-2024,133190.25,15-01-2025,,Pending,Bank Transfer,0
VEN859,"Hudson, Collier and Kim",Marketing,INV-2023-859,25-06-2024,147261.67,25-07-2024,,Overdue,Bank Transfer,231
VEN860,Malone LLC,Restaurant Partners,INV-2023-860,25-08-2024,189465.62,24-09-2024,,Pending,Cheque,0
VEN861,Ochoa-Brown,Packaging,INV-2023-861,19-08-2024,37427.66,18-09-2024,,Pending,Bank Transfer,0
VEN862,Gutierrez Inc,Marketing,INV-2023-862,07-08-2024,9011,06-09-2024,,Overdue,UPI,188
VEN863,White-Powell,Logistics,INV-2023-863,24-01-2025,7981.75,23-02-2025,,Overdue,Bank Transfer,18
VEN864,"Giles, Bradshaw and Green",Restaurant Partners,INV-2023-864,22-03-2024,175965.75,21-04-2024,,Pending,UPI,0
VEN865,Smith Group,Restaurant Partners,INV-2023-865,14-10-2024,68364.35,13-11-2024,,Overdue,UPI,120
VEN866,"Bush, Garcia and Marsh",Packaging,INV-2023-866,17-01-2025,168425.64,16-02-2025,,Overdue,Bank Transfer,25
VEN867,Gibson-Wade,Logistics,INV-2023-867,08-01-2025,127043.36,07-02-2025,,Overdue,UPI,34
VEN868,"Clark, Salinas and Williams",Restaurant Partners,INV-2023-868,17-07-2024,140743.59,16-08-2024,,Pending,UPI,0
VEN869,Dean-Arroyo,Marketing,INV-2023-869,16-03-2024,127008.8,15-04-2024,,Overdue,Bank Transfer,332
VEN870,Chambers Group,Restaurant Partners,INV-2023-870,16-02-2025,107890.93,18-03-2025,28-03-2025,Paid,UPI,0
VEN871,Price-Davis,Logistics,INV-2023-871,03-05-2024,71345.81,02-06-2024,,Overdue,Bank Transfer,284
